,Id,Title,Text,OriginalText,CreationDate
10,60866002,Pysyft client server,"pysyft client server   this question regard project federate learning use pysyft library , knowledge websocket help since pysyft use websockets server client interaction .    to start off , issue regard server client interaction . create dashboard launch pysyft server pysyft client connect aforementioned server . however , scenario want client disconnect server time time ( manual disconnection ) perform change model parameter .    my solution perform close ( ) pysyft websocketClientWorker call shutdown ( ) function websocket object . which , presume , close connection client server . whatever change model parameter do . recreate pysyft websocketClientWorker object perform model training again . however , face issue :   websocket._exception . websocketconnectionclosedexception : socket already close .   exception throw ( despite successful connection server ) iteration dataloader .    perhaps there s well way go scenario , miss certain fundamental understanding websocket . help appreciate . thank :)","Pysyft client and server  This question is with regards to my project on federated learning using the pysyft library, but those with the knowledge of websockets can help too since pysyft uses websockets for the server and client interaction. 
 To start off, i have an issue regarding server and client interaction. I have created a dashboard to launch a pysyft server and a pysyft client which connects to the aforementioned server. However, i have a scenario where i want to have the client disconnect from the server from time to time (manual disconnection) so as to perform changes in model parameters. 
 My solution was to perform a close() on the pysyft websocketClientWorker which calls the shutdown() function on the websocket object. Doing which, i presume, will close the connection between the client and the server. After whatever changes to the model parameters have been done. I will recreate the pysyft websocketClientWorker object again and perform the model training all over again. However, i am faced with the issue of :  websocket._exceptions.WebSocketConnectionClosedException: socket is already closed.  This exception is being thrown (despite the successful connection to the server) during the iteration of the dataloader. 
 Perhaps theres a better way to go about this scenario, or am i missing certain fundamental understanding of websockets. Any help will be appreciated. Thank you :) 
",43916.47017
11,60996324,Federated learning use custom model Pytorch / Pysyft,"Federated learning use custom model Pytorch / Pysyft   I try build federate learning model . scenario , 3 worker orchestrator . worker start train end training round , model send orchestrator , orchestrator calculate federate average send back new model , worker train new model etc . custom network AutoEncoder build scratch .    unfortunately get error message worker :   RuntimeError : forward ( ) miss value argument input . declaration : forward(classtype self , tensor input , tensor output ) - > ( tensor )   weird forward function define follow , inside AE class :    ","Federated learning using custom model in Pytorch/Pysyft  I am trying to build a federated learning model. In my scenario, I have 3 workers and an orchestrator. The workers start the training and at the end of each training round, the models are being sent to the orchestrator, the orchestrator calculates the federated average and sends back the new model, the workers train on that new model etc. The custom network is an AutoEncoder that I have built from scratch. 
 Unfortunately I am getting this error message from the workers:  RuntimeError: forward() is missing value for argument inputs. Declaration: forward(ClassType self, Tensor inputs, Tensor outputs) -> (Tensor)  which is weird because my forward function is defined as follows, inside the AE class: 
 
 
",43923.68262
12,61243073,tensorflow - federate support dynamic batch size ?,"tensorflow - federate support dynamic batch size ?   do tensorflow - federate support assign different batch - size different simulated device , change batch - size different epoch ?","Does tensorflow-federated support dynamic batch size?  Does tensorflow-federated support assigning different batch-size for different simulated devices, and changing batch-size for different epoch? 
",43937.21503
13,61520938,tf_encrypted.play config ?,"tf_encrypted.play config ?   while training model federate learn keras syft , to start worker different system client worker , particular line command exectue terminal .      this command execute system one client workers.when execute code      how prepare config file federate learning system ?","tf_encrypted.player how to config?  While training the model federated learning with keras on syft,to start workers on different system as client workers, particular line of command to be exectued on terminal. 
 
 this command should be executed on system which is one of my client workers.when executing the code 
 
 how to prepare the config file for federated learning on this system? 
",43951.42334
14,69499432,Federated Averaging TensorFlow,"Federated Averaging TensorFlow   I newbie federate learn getting know TensorFlow Federated TFF framework . question mind would really appreciate anybody clarify they :      do Federated Averaging algorithm aggregation algorithm support TFF ? differ Federated Stochastic Gradient Descent ?    Dose Federated Averaging require client train Neural Networks ? possible local datum train machine learning algorithm ?    I big datum , plan partition datum small dataset simulate part one client ? work TFF ? consider horizontal vertical federated learning ?      thank advance","Federated Averaging and TensorFlow  I am a newbie in federated learning and just getting to know TensorFlow Federated TFF framework. I have some questions in my mind I would be really appreciated it if anybody can clarify them: 
 
 Does Federated Averaging algorithm the only aggregation algorithm supported in TFF? and how it differs from Federated Stochastic Gradient Descent? 
 Dose Federated Averaging require each client to be trained with the Neural Networks? or it is possible for local data to be trained with any machine learning algorithm? 
 I have big data, and I am planning to partition my data into smaller datasets and simulated each part as one client? does this work in TFF? and does it consider horizontal or vertical federated learning? 
 
 Thanks in advance 
",44477.71072
15,69525476,"Federated Averaging ( fedavg ) resnet 18 batch_normalization make prediction first round , round","Federated Averaging ( fedavg ) resnet 18 batch_normalization make prediction first round , round   I try implement   . also . like trainable one , aggregate non - trainable parameter batch - normalization server average they . use 5 client dataset divide 5 randomly , 50k/5=10k training sample client , gross skewed distribution . test client , training , full test dataset,10k sample , also use test server . problem first training round despite client 20 - 25 % accuracy , server 10 % accuracy basically make nearly prediction input . case first round since round server almost always well accuracy client round . example      to solve issue first round try repeat dataset do not help . try use cifar10 training sample client mean instead create 5 different dataset 10k sample client use 50k sample dataset .      client obviously initialization guess due gpu use minor accuracy difference yet 45+% accuracy . see even do not help first round . use simple cnn , one available "" .main "" , suitable parameter problem do not exist . use      instead of      reduce problem first round overall bad performance try reproduce paper use latter parameter .    I also try pytorch get similar result .   result available github .    I confuse that . especially use entire training dataset client 45 % accuracy . also get good result follow round ? change first round other ? every time client initialization other , loss function , optimizer parameter . thing change actual initialization round .    so special initialization solve first round problem miss something ?    Edit :    when entire cifar10 training set use client dataset.repeat use repeat datum .      what catch attention client accuracy actually similar second round ( round 1 ) accuracy client dataset be not repeated(previous result ) . eventhough server 10 % accuracy do not affect much result next round .    this work simple cnn ( define main.py github )      as see simple cnn use server accuracy well good client accuracy , definitely well average , begin first round . try understand resnet fail make prediction regardless input . first round prediction look like      they return 3rd label .","Federated Averaging (fedavg) with resnet 18 that has batch_normalization makes the same prediction after first round, but in no other rounds  I was trying to implement  with . Also this is the . Just like trainable ones, I have aggregated non-trainable parameters of batch-normalization to server and averaged them. I have used 5 clients and dataset was divided to 5 randomly, 50k/5=10k training samples for each client, so there is no gross skewed distribution. I have tested each client, after training, with the full test dataset,10k samples, that I also use to test server. The problem is after first training round despite each client had 20-25% accuracy, the server has 10% accuracy and basically makes nearly the same predictions for each input. This is the only the case  for first round since after that round server has almost always better accuracy than any client had in that round. For example 
 
 To solve the issue with first round I tried to repeat the dataset but it didnt help. After that I tried to use all the cifar10 training samples for each client meaning instead of creating 5 different datasets of 10k samples for each client I used all 50k samples as the dataset. 
 
 Clients obviously had the same initialization but i guess due to gpu use there were some minor accuracy differences yet each had 45+% accuracy. But as you can see even this didnt help with the first round. When using a simple cnn, such as the one available in the "".main"", with suitable parameters this problem doesnt exist. And using 
 
 instead of 
 
 reduces this for problem the first round but it has overall worse performance and i am trying to reproduce a paper that used the latter parameters. 
 I have also tried the same with pytorch and got the very similar results.  The results for both are available in github. 
 I am very confused with that. Especially when I used entire training dataset and when each client had 45% accuracy. Also why get good results for following rounds? What changed between first round and the others? Every time clients had the same initialization with each other, same loss function, and same optimizer with the same parameters. The only thing that changed is the actual initialization between rounds. 
 So is there a special initialization that solves this first round problem or am I missing something? 
 Edit: 
 When the entire cifar10 training set is used for each client and dataset.repeat is used to repeat data. 
 
 What catches my attention here is the client accuracy here is actually very similar to second round (round 1) accuracy of clients when dataset wasnt repeated(previous results). so eventhough server had 10% accuracy it didnt affect much the results of the next round. 
 This is how it works with a simple cnn (defined in the main.py in github) 
 
 As we can see when a simple cnn is used server accuracy is better than the best client accuracy, and definitely better than the average, beginning from the very first round. I am trying to understand why the resnet fails to do that and makes the same predictions regardless of input. After the first round the predictions look like 
 
 They all return 3rd label. 
",44480.47816
16,69538510,tff support deployment across different device cloud ?,"tff support deployment across different device cloud ?   I would like deploy TFF way , one central ( aggregation ) server VM cloud two different vms node , train model . possible TFF ? protocol necessary communicate internet etc . tensorflow FL algorithm use different framework provide architecture ?    thank you","Does TFF support deployment across different devices and clouds?  I would like to deploy TFF in a way, where I have one central (aggregation) server on a VM in a cloud and two different VMs with nodes, that train the model. Is this possible with TFF? Does it have the protocols necessary to communicate over the internet etc. or is it more of a Tensorflow with FL algorithms that can be used with different frameworks that provide the architecture? 
 Thank you 
",44481.41464
17,69596586,change update client send server Tensorflow Federated,"change update client send server Tensorflow Federated   I m try understand Tensorflow Federated work , use simple_fedavg example .    I still understand change client send server , example .    I want send weight update , want send list form like this :      where    return 5 value :   , would like access information server side run    create weight use   .    so , basically , would like change    send list create instead weight then , server create custom list weight use information client send . creation new custom list weight would like server update model .    I actually try change     , know access    variable server procedure / function would need it .    I hope make clear enough since main language english .","How to change the update that the client send to the server Tensorflow Federated  Im trying to understand how Tensorflow Federated Works, using the simple_fedavg as example. 
 I still dont understand how to change what the client send to the server, for example. 
 I dont want to send all the weights of the update, i want to send a list formed like this: 
 
 Where   return 5 values:  , then i would like to access those information on the server side before running the    for creating the weights that i will use for the  . 
 So, basically, i would like to change   to send a list that i have created instead of all the weights and then, on the server create a custom list of weights using the information that the client sent. Only after the creation of the new custom list of weight i would like the server to update the model. 
 I actually tried to change the   of the  , but then i dont know how to access the   variable on the server and in which procedure/function i would need to do it. 
 I hope that i made myself clear enough since my main language is not english. 
",44485.61047
18,69841983,Intel OpenFL - RuntimeError : mat1 mat2 shape can not multiply ( 128x512 2048x4096 ),"Intel OpenFL - RuntimeError : mat1 mat2 shape can not multiply ( 128x512 2048x4096 )   I try run notebook ( that work fine google colab similar platform ) Intel OpenFL , new framework FL Intel . use MNIST transformation :      and net :      but error :      however , exactly network work well Google Colab . probably miss something OpenFL .","Intel OpenFL - RuntimeError: mat1 and mat2 shapes cannot be multiplied (128x512 and 2048x4096)  I am trying to run my notebook (that works fine on google colab or other similar platforms) on Intel OpenFL, the new framework for FL of Intel.
I am using MNIST with this transformation: 
 
 and this is my net: 
 
 But I have this error: 
 
 However, exactly the same network works well on Google Colab. Probably I am missing something about OpenFL. 
",44504.65671
19,69891610,local Model performance Tensorflow Federated,local Model performance Tensorflow Federated   I implement federated learn tensorflow - federate . tutorial material available compare accuracy federate ( global ) model communication round . way compute accuracy local model compare federate ( global ) model .    summary : total number client : 15 communication round : local vs Federated Model performance    reference :      ( )  ,"Local Model performance in Tensorflow Federated  I am implementing federated learning through tensorflow-federated. The tutorial and all other material available compared the accuracy of the federated (global) model after each communication round. Is there a way I can compute the accuracy of each local model to compare against federated (global) model. 
 Summary:
Total number of clients: 15
For each communication round: Local vs Federated Model performance 
 References: 
 
 () 
 
",44509.03748
20,69965649,ModuleNotFoundError : module name syft.framework,ModuleNotFoundError : module name syft.framework   I try work example Federated Learning .   instal PySyft package get error .  ,"ModuleNotFoundError: No module named syft.frameworks  I am trying to work on this example of Federated Learning.

I have installed the PySyft package but I am getting this error. 
 
",44514.7415
21,70196914,TFF : finetune pretraine network : test accuracy still constant round,"TFF : finetune pretraine network : test accuracy still constant round   I would like fine - tune pre - train model Federated Learning , this :      and training loop :      the problem test accuracy still constant increase round :      I would like understand reason , another way this ? know dataset image dataset 3 class .","TFF: finetune with pretrained network : Test accuracy still constant after all rounds  I would like to Fine-tune the pre-trained model  with Federated Learning, So I do this: 
 
 And here is the training loop : 
 
 The problem is that test accuracy still constant and does not increase after all round  : 
 
 I would like to understand the reason, If there is another way to do this? Knowing that my dataset is an image dataset with 3 class. 
",44532.39226
22,70333328,tff : change code effect change test accuracy value,"tff : change code effect change test accuracy value   to improve   test thing , pretraine network centralize way emnist database . would like fine tune pretraine network federate code above . so , add :      the problem find test accuracy value compare test accuracy value without fine tuning pretraine network . please give solution .","TFF : change the code have no effect in changing test accuracy values  To improve this  and test other things, I was pretrained the network with a centralized way in EMNIST database. Then I would like to Fine tune the pretrained network with a federated code above.
So, I only added: 
 
 The problem is that I find same test accuracy values compared to test accuracy values without fine tuning a pretrained network.
Can you please give me solution. 
",44543.4451
23,70338012,run RAM use fileperuserclientdata,run RAM use fileperuserclientdata   I problem training use    - quickly run RAM 5 - 6 round 10 client per round . ram usage steadily increase round . try narrow realize issue actual iterative process creation client dataset . simply call    loop cause problem .    so minimal version code :      I use tensorflow - federate 19.0 .    be something wrong way create client dataset somehow expect RAM previous round free ?,"Running Out of RAM using FilePerUserClientData  I have a problem with training using   - I am quickly running out of RAM after 5-6 rounds with 10 clients per round.
The RAM usage is steadily increasing with each round.
I tried to narrow it down and realized that the issue is not the actual iterative process but the creation of the client datasets.
Simply calling   in a loop causes the problem. 
 So this is a minimal version of my code: 
 
 I am using tensorflow-federated 19.0. 
 Is there something wrong with the way I create the client datasets or is it somehow expected that the RAM from the previous round is not freed? 
",44543.69638
24,70590588,typeerror : _ _ init _ _ ( ) get unexpected keyword argument intialize_fn,"typeerror : _ _ init _ _ ( ) get unexpected keyword argument intialize_fn   I use TFF v:0.18 would like load pretraine network inside    write :      but find error :      I believe syntax error ,","TypeError: __init__() got an unexpected keyword argument intialize_fn  I use TFF v:0.18
I would like to load a pretrained network in the inside of   So I write this : 
 
 But I find this error: 
 
 I dont believe that the syntax is error, 
",44566.39806
25,70825390,limited number client use federate learning,"limited number client use federate learning   I start study federate learning want apply certain dataset , question rise up .    my datum contain record 3 category , 3 department . plan 3 different federate learning model category treat three department category distribute client .    be possible ? build federate learning model require thousand client ?    thank","Limited number of clients used in federated learning  I just started studying federated learning and want to apply it to a certain dataset, and there are some questions that have risen up. 
 My data is containing records of 3 categories, each of which is having 3 departments. I am planning to have 3 different federated learning models for each category and treat the three department of this category as the distributed clients. 
 Is this possible? or building federated learning models requires having thousands of clients? 
 Thanks 
",44584.77785
26,70990386,"flatten test image dataset create batch tuple ( flatten image , label ) ?","flatten test image dataset create batch tuple ( flatten image , label ) ?   I m work   use Federated Learning . preprocesse image    also obtain label image .      for obtain label :      how could make tuple flatten Image label need send client ? see tensorflow tutorial     from tutorial :  ","How to flatten test image dataset and create a batch of tuple of (flattened image , labels)?  Im working in   using Federated Learning. I have preprocessed the image from   and also obtained the labels of each images. 
 
 For obtaining labels: 
 
 How could I make a tuple of flattened Image and label that needs to send to the clients ?
As seen from tensorflow tutorial  
 From tutorial: 
 
",44596.72353
27,71006411,Keras : save GAN model optimiser state ?,"Keras : save GAN model optimiser state ?   I know one use use Checkpoint CheckpointManager tensorflow class save resume train GAN .    I look way save Generator ( G ) , Discriminator(D ) optimisation states manipulate model weight ( for G D ) . one use case average weight different Generator Federated Learning GAN .    I find way use Keras tensorflow .","Keras: How to save GAN model with optimiser state?  I know one use can be using Checkpoint and CheckpointManager tensorflow classes to save and resume training the GAN. 
 I am looking for a way to save the Generator (G) , Discriminator(D) and their optimisation states such that I can manipulate the model weights (for G and D). One use case for me is average the weights of different Generator in Federated Learning for GAN. 
 I found no way do to this using Keras or tensorflow. 
",44598.45249
28,71043010,Keras - set weight layer,"Keras - set weight layer   I want set weight exist model , VGG 16 . however , want set weight model   exclude last ( fully connect ) layer . try use   , cause error of      there one solution use loop set weight , inefficient .      be way set weight layer model ? thank !","Keras - how to set weights to some layers  I want to set weights to an existing model, such as VGG 16. However, I only want to set weights to the model  excluding the last (fully connected) layer . I have tried to use  , it will cause the error of 
 
 There is one solution used the for loop to set the weight, but it is inefficient. 
 
 Is there a way to set the weight to some layers of the model? Thanks! 
",44601.06898
29,71167600,build federate learning model unbalanced small dataset,"build federate learning model unbalanced small dataset   I work build federate learning model use TFF question :      I prepare dataset , separate file datum , feature different sample . would consider file single client . maintain TFF ?      the datum balance , meaning , size datum vary file . affect modeling process ?      the size data bit small , one file ( client ) 300 record another 1500 record , suitable build federate learning model ?        thank advance","How to build federated learning model of unbalanced and small dataset  I am working to build a federated learning model using TFF and I have some questions: 
 
 I am preparing the dataset, I have separate files of data, with same features and different samples. I would consider each of these files as a single client. How can I maintain this in TFF? 
 
 The data is not balanced, meaning, the size of data varies in each file. Is this affecting the modeling process? 
 
 The size of the data is a bit small, one file (client) is having 300 records and another is 1500 records, is it suitable to build a federated learning model? 
 
 
 Thanks in advance 
",44610.08726
30,62040659,Grid Search Applicable TFF FL . ?,"Grid Search Applicable TFF FL . ?   I m currently research TFF image classification ( Federated Learning Image Classification ) emnist .    I m look hyper parameter model learn rate optimizer . grid search good approach ? . real world scenario would simply sample client / device overall domain grid search would fix client sample 1st . case make sense grid search .     what would typical real world way select parameter , ie heuristic approach . ?    Colin . . .","Grid Search Applicable for TFF and FL.?  Im currently researching with TFF and image classification (Federated Learning for Image Classification) emnist. 
 Im looking at hyper parameters for the model learning rate and optimizer. Is grid search a good approach here ? . In a real world scenario would you simply sample clients/devices from the overall domain and if so if I was to do a grid search would I have to fix my client samples 1st. In which case does it make sense to do the grid search.  
 What would be a typical real world way of selecting parameters, ie is this more a heuristic approach. ? 
 Colin . . . 
",43978.42641
31,62083380,federate learn implement,federate learn implement   I new python machine learning . try implement follow code federate learn MNIST dataset work ! ! try train model distribute way local worker . jpeg version MNIST datum set use here . consist 42000 digit image class keep separate folder . load datum memory use code snippet keep 10 % datum testing train global model later on .   the follow error appear implement follow fl_implemetation.py      the original code use find here :       and second   fl_mnist_implementation_tutorial_utils.py  ,"federated learning implementing  I new in python and machine learning. I tried to implement the following code for federated learning with the MNIST dataset but it doesnt work !! it tried to train a model in a distributed way in local workers. the jpeg version of the MNIST data set is using here. It consists of 42000 digit images with each class kept in a separate folder. I will load the data into memory using this code snippet and keep 10% of the data for testing the trained global model later on.
 The following error appears when i implement the following fl_implemetation.py 
 
 The original code I am using can be found here: 
 
 
 and second  fl_mnist_implementation_tutorial_utils.py 
 
",43980.41752
32,62398875,transfer weight baseline model federate model ?,"transfer weight baseline model federate model ?     try something like Colab , get errno 21 , directory .    then try another method show below ,       just like assign_weights_to_keras_model ( ) transfer weight tff_model keras model , want transfer weight keras model tff_model . do ?","How to transfer weights from baseline model to federated model?  
 Tried something like this in Colab, but I get errno 21, is a directory. 
 Then I tried another method as shown below,   
 
 Just like assign_weights_to_keras_model() transfers weights from tff_model to keras model, I want to transfer weights from keras model to tff_model. How can this be done? 
",43998.0002
33,62803219,tensor Size Miss match loss function,"tensor Size Miss match loss function   1 : attempt perfrom pytorch training sequence use batch size , loss function appear error nn output batch put MSEloss function .    2 : try search nn padding , however covnet rather autoencoder , similar stack flow issue yield result .    3 : NN :      the train method :      error :  ","Tensor Size Miss match on loss function  1:
when attempting to perfrom a pytorch training sequence using batch sizes, my loss function appears to error when the nn output and a batch are put through a MSEloss function. 
 2:
have tried to search about nn padding, however this is not a covnet but rather an autoencoder, similar stack over flow issues have not yielded results. 
 3:
the NN: 
 
 the train method: 
 
 error: 
 
",44020.85693
34,63589819,attributeerror : websocketserverworker object attribute add_dataset,"attributeerror : websocketserverworker object attribute add_dataset   when use pysyft Federated Learning task , error :    AttributeError : websocketserverworker object attribute add_dataset      the error :      I know solve :(","AttributeError: WebsocketServerWorker object has no attribute add_dataset  When I using pysyft to do some Federated Learning task, there is an error: 
 AttributeError: WebsocketServerWorker object has no attribute add_dataset 
 
 the error: 
 
 I dont know how to solve it :( 
",44069.12439
